Gene	Exp0
c1_ALG9	0.286063
c1_ALKBH1	0.393912
c1_ALKBH2	0.77112
c1_ALKBH3	0.473758
c1_ALKBH4	0.476698
c1_ALKBH5	0.605913
c1_ALKBH7	0.785178
c1_ALMS1	0.357277
c1_ALOX12-AS1	0.334254
c1_ALOX15	0.395674
c1_ALOX5	0.535625
c1_ALPK1	0.453354
c1_ALPL	0.717718
c1_ALS2	0.488086
c1_ALS2CL	0.345221
c1_ALS2CR12	0.400541
c1_AMACR	0.26229
c1_AMBP	0.447879
c1_AMBRA1	0.245531
c1_AMD1	0.492767
c1_AMDHD2	0.616648
c1_AMFR	0.709725
c1_AMH	0.29422
c1_AMIGO2	0.333899
c1_AMIGO3	0.610811
c1_AMMECR1	0.698149
c1_AMMECR1L	0.454889
c1_AMN1	0.345644
c1_AMOT	0.687424
c1_AMOTL1	0.401965
c1_AMOTL2	0.267842
c1_AMPD2	0.413822
c1_AMPD3	0.282247
c1_AMZ2	0.779669
c1_ANAPC1	0.488356
c1_ANAPC10	0.570914
c1_ANAPC13	0.609341
c1_ANAPC15	0.601158
c1_ANAPC16	0.807988
c1_ANAPC2	0.302843
c1_ANAPC4	0.536926
c1_ANAPC5	0.62366
c1_ANAPC7	0.437219
c1_ANG	0.367033
c1_ANGEL1	0.345489
c1_ANGEL2	0.50119
c1_ANGPT1	0.22306
c1_ANGPT2	0.541286
c1_ANGPTL1	0.287825
c1_ANGPTL4	0.494144
c1_ANKAR	0.220496
c1_ANKEF1	0.154543
c1_ANKFY1	0.388114
c1_ANKH	0.468397
c1_ANKHD1	0.551897
c1_ANKIB1	0.47827
c1_ANKK1	0.267075
c1_ANKLE2	0.551445
c1_ANKMY1	0.192577
c1_ANKMY2	0.417574
c1_ANKRA2	0.743726
c1_ANKRD10	0.730346
c1_ANKRD11	0.828049
c1_ANKRD12	0.526126
c1_ANKRD13A	0.44851
c1_ANKRD13C	0.436929
c1_ANKRD13D	0.380577
c1_ANKRD16	0.454385
c1_ANKRD17	0.516132
c1_ANKRD18A	0.725904
c1_ANKRD18B	0.392131
c1_ANKRD20A3	0.453947
c1_ANKRD20A4	0.48739
c1_ANKRD20A8P	0.409552
c1_ANKRD26	0.582213
c1_ANKRD28	0.479508
c1_ANKRD35	0.378058
c1_ANKRD36	0.216263
c1_ANKRD36C	0.306002
c1_ANKRD37	0.567418
c1_ANKRD39	0.422483
c1_ANKRD40	0.515796
c1_ANKRD42	0.485908
c1_ANKRD44	0.38496
c1_ANKRD45	0.584566
c1_ANKRD49	0.430369
c1_ANKRD50	0.31796
c1_ANKRD52	0.221506
c1_ANKRD53	0.558105
c1_ANKRD54	0.665222
c1_ANKRD6	0.456122
c1_ANKRD65	0.482264
c1_ANKRD9	0.615949
c1_ANKS1A	0.226151
c1_ANKS3	0.446583
c1_ANKS6	0.846333
c1_ANKZF1	0.629078
c1_ANO1	0.333398
c1_ANO10	0.492971
c1_ANO6	0.426407
c1_ANOS1	0.233877
c1_ANP32A	0.86664
c1_ANXA13	0
c1_ANXA7	0.847135
c1_AP000251.1	0.394614
c1_AP000254.1	0.301161
c1_AP000350.6	0.206471
c1_AP000692.2	0.481683
c1_AP000787.1	0.390714
c1_AP000802.1	0.217699
c1_AP000866.1	0.584685
c1_AP000880.1	0.728139
c1_AP000915.1	0
c1_AP000962.1	0.389573
c1_AP001062.1	0.164793
c1_AP001157.1	0.356577
c1_AP001160.1	0.580081
c1_AP001160.2	0.41164
c1_AP001266.1	0.575235
c1_AP001267.3	0.562126
c1_AP001318.2	0.372973
c1_AP001439.1	0.665897
c1_AP001528.2	0.350083
c1_AP001596.1	0.814509
c1_AP001626.1	0.420414
c1_AP001816.1	0.19233
c1_AP001830.1	0.916383
c1_AP002026.1	0.545702
c1_AP002360.1	0.777549
c1_AP002409.1	0.476222
c1_AP002490.1	0.117331
c1_AP002495.2	0.459529
c1_AP002748.3	0.416191
c1_AP002884.1	0.268427
c1_AP002907.1	0.412173
c1_AP003032.1	0.255507
c1_AP003086.1	0.414471
c1_AP003108.2	0.442818
c1_AP003119.2	0.662405
c1_AP003393.1	0.690515
c1_AP003486.1	0.216769
c1_AP005329.1	0.478803
c1_AP005671.1	0.051449
c1_AP006621.3	0.586813
c1_AP1AR	0.470199
c1_AP1B1	0.554185
c1_AP1G1	0.429859
c1_AP1M1	0.527716
c1_AP1S1	0.585802
c1_AP1S2	0.741961
c1_AP2A1	0.595172
c1_AP2A2	0.543868
c1_AP2B1	0.444125
c1_AP2M1	0.239361
c1_AP2S1	0.205703
c1_AP3D1	0.620604
c1_AP3M1	0.579355
c1_AP3M2	0.650112
c1_AP3S1	0.133147
c1_AP3S2	0.46644
c1_AP4E1	0.20331
c1_AP4M1	0.511237
c1_AP4S1	0.305639
c1_AP5B1	0.291667
c1_AP5M1	0.332139
c1_AP5S1	0.342953
c1_AP5Z1	0.507731
c1_APAF1	0.432462
c1_APBA3	0.341491
c1_APBB1	0.18786
c1_APBB2	0.336451
c1_APC	0.364278
c1_APEH	0.637238
c1_APEX1	0.749544
c1_APEX2	0.679138
c1_APH1B	0.852793
c1_API5	0.559277
c1_APIP	0.438753
c1_APLF	0.68504
c1_APLN	0.905559
c1_APLNR	0.605613
c1_APLP1	0.196501
c1_APMAP	0.679081
c1_APOBEC3F	0.819539
c1_APOBEC3G	0.668907
c1_APOBEC3H	0.681224
c1_APOE	0.951328
c1_APOL1	0.265753
c1_APOL3	0.594437
c1_APOL6	0.417986
c1_APOM	0.547273
c1_APOO	0.613925
c1_APOOL	0.47565
c1_APOPT1	0.741819
c1_APP	0.736907
c1_APPBP2	0.573545
c1_APPL1	0.681047
c1_APPL2	0.506479
c1_APTR	0.515228
c1_APTX	0.669893
c1_AQP1	0.289277
c1_AQP10	0.863666
c1_AQP3	0.742106
c1_AQR	0.435605
c1_ARAF	0.689971
c1_ARAP3	0.69618
c1_ARCN1	0.588329
c1_AREL1	0.349907
c1_ARF3	0.487935
c1_ARF4	0.753202
c1_ARF5	0.304953
c1_ARF6	0.522085
c1_ARFGAP1	0.676581
c1_ARFGAP2	0.598704
c1_ARFGAP3	0.84489
c1_ARFGEF1	0.394778
c1_ARFGEF2	0.381974
c1_ARFGEF3	0.343762
c1_ARFIP1	0.686285
c1_ARFIP2	0.634429
c1_ARFRP1	0.692961
c1_ARHGAP1	0.3889
c1_ARHGAP10	0.599833
c1_ARHGAP11B	0.424853
c1_ARHGAP12	0.470744
c1_ARHGAP17	0.496284
c1_ARHGAP18	0.226218
c1_ARHGAP19	0.337021
c1_ARHGAP19-SLIT1	0.663409
c1_ARHGAP20	0.505757
c1_ARHGAP21	0.454773
c1_ARHGAP25	0.415335
c1_ARHGAP26	0.446698
c1_ARHGAP32	0.400172
c1_ARHGAP35	0.385043
c1_ARHGAP39	0.396095
c1_ARHGAP5	0.729639
c1_ARHGAP5-AS1	0.259281
c1_ARHGAP6	0.572039
c1_ARHGDIA	0.784728
c1_ARHGDIB	0.936862
c1_ARHGEF1	0.62318
c1_ARHGEF10	0.778176
c1_ARHGEF10L	0.31345
c1_ARHGEF11	0.307583
c1_ARHGEF12	0.385553
c1_ARHGEF16	1.04444
c1_ARHGEF17	0.54833
c1_ARHGEF2	0.515513
c1_ARHGEF25	0.418058
c1_ARHGEF3	0.623254
c1_ARHGEF37	0.297919
c1_ARHGEF39	0.561753
c1_ARHGEF4	0.61382
c1_ARHGEF40	0.434164
c1_ARHGEF7	0.273064
c1_ARHGEF9	0.272854
c1_ARID1A	0.578431
c1_ARID1B	0.549295
c1_ARID2	0.585647
c1_ARID3A	0.639525
c1_ARID3B	0.360883
c1_ARID4A	0.448638
c1_ARID4B	0.710371
c1_ARID5A	0.388821
c1_ARID5B	0.737307
c1_ARIH1	0.44198
c1_ARIH2	0.572672
c1_ARIH2OS	0.330079
c1_ARL1	0.876923
c1_ARL10	0.254485
c1_ARL14EP	0.579056
c1_ARL15	0.295848
c1_ARL16	0.315521
c1_ARL17B	0.234694
c1_ARL2	0.311545
c1_ARL2BP	0.158169
c1_ARL3	0.807143
c1_ARL4A	1.00648
c1_ARL4C	0.371199
c1_ARL4D	0.535945
c1_ARL5A	0.752578
c1_ARL5B	0.664204
c1_ARL5C	0.458294
c1_ARL6	0.351395
c1_ARL6IP1	0.534244
c1_ARL6IP5	0.734916
c1_ARL6IP6	0.844071
c1_ARL8A	0.471275
c1_ARL8B	0.497674
c1_ARMC1	0.496038
c1_ARMC10	0.763444
c1_ARMC2	0.512686
c1_ARMC4	0.150135
c1_ARMC5	0.288907
c1_ARMC6	0.439105
c1_ARMC7	0.415837
c1_ARMC8	0.384206
c1_ARMC9	0.781705
c1_ARMCX1	0.327826
c1_ARMCX2	0.409341
c1_ARMCX3	0.505147
c1_ARMCX4	0.303915
c1_ARMCX5	0.354899
c1_ARMCX6	0.549791
c1_ARMH1	0.290182
c1_ARMH3	0.381862
c1_ARMH4	0.407666
c1_ARMT1	0.559095
c1_ARNT	0.365662
c1_ARNT2	0.350651
c1_ARNTL	0.35404
c1_ARNTL2	0.28648
c1_ARPC1A	0.139275
c1_ARPC1B	0.509949
c1_ARPC2	0.224223
c1_ARPC3	0.277647
c1_ARPC4	0.794499
c1_ARPC5	0.496879
c1_ARPC5L	0.146802
c1_ARPIN	0.576361
c1_ARPP19	0.144298
c1_ARRDC1	0.621602
c1_ARRDC1-AS1	0.569382
c1_ARRDC2	0.495092
c1_ARRDC3	0.506118
c1_ARRDC3-AS1	0.205374
c1_ARSA	0.483106
c1_ARSB	0.450621
c1_ARSD	0.501991
c1_ARSE	0.295748
c1_ARSG	0.597548
c1_ARSI	0.5202
c1_ARSK	0.628766
c1_ART5	0.631159
c1_ARV1	0.463106
c1_ARVCF	0.682593
c1_AS3MT	0.847259
c1_ASAP1	0.297442
c1_ASAP2	0.489069
c1_ASAP3	1.02517
c1_ASB1	0.548701
c1_ASB16-AS1	0.615518
c1_ASB3	0.570686
c1_ASB6	0.354046
c1_ASB7	0.309615
c1_ASB8	0.399326
c1_ASCC1	0.617146
c1_ASCC2	0.593333
c1_ASCL5	0.387483
c1_ASF1A	0.808641
c1_ASGR1	0.46051
c1_ASH1L	0.533317
c1_ASH2L	0.451505
c1_ASL	0.330255
c1_ASMTL	0.535586
c1_ASNA1	0.330933
c1_ASNS	0.611797
c1_ASNSD1	0.520083
c1_ASPG	0.384967
c1_ASPH	0.594787
c1_ASPSCR1	0.585582
c1_ASRGL1	0.455708
c1_ASS1	0.410179
c1_ASTE1	0.414383
c1_ASTN2	0.347408
c1_ASXL1	0.545976
c1_ASXL2	0.431274
c1_ATAD1	0.524777
c1_ATAD2B	0.32881
c1_ATAD3A	0.537793
c1_ATAD3B	0.322947
c1_ATAD5	0.666136
c1_ATAT1	0.390783
c1_ATE1	0.65293
c1_ATF1	0.425514
c1_ATF2	0.428953
c1_ATF4	0.871181
c1_ATF6	0.808802
c1_ATF6B	0.625691
c1_ATF7	0.562248
c1_ATF7IP	0.594535
c1_ATF7IP2	0.450815
c1_ATG10	0.342846
c1_ATG101	0.412195
c1_ATG12	0.617332
c1_ATG13	0.543191
c1_ATG14	0.427077
c1_ATG16L2	0.455784
c1_ATG2A	0.473347
c1_ATG2B	0.413163
c1_ATG3	0.628225
c1_ATG4A	0.492125
c1_ATG4B	0.679323
c1_ATG4C	0.619017
c1_ATG4D	0.633151
c1_ATG5	0.512963
c1_ATG7	0.468708
c1_ATIC	0.728245
c1_ATL1	0.265275
c1_ATL2	0.374659
c1_ATL3	0.493849
c1_ATM	0.711904
c1_ATMIN	0.470538
c1_ATN1	0.437983
c1_ATOX1	0.725565
c1_ATP10D	0.345298
c1_ATP11A	0.589704
c1_ATP11B	0.475096
c1_ATP11C	0.310443
c1_ATP13A1	0.602545
c1_ATP13A2	0.256732
c1_ATP13A3	0.525888
c1_ATP1A1	0.804117
c1_ATP1B2	0.695272
c1_ATP1B3	0.626947
c1_ATP23	0.437479
c1_ATP2A1	0.262196
c1_ATP2A1-AS1	0.575403
c1_ATP2A2	0.556438
c1_ATP2B1	0.277161
c1_ATP2B4	0.589395
c1_ATP2C1	0.369301
c1_ATP5F1A	0.200729
c1_ATP5F1B	0.187362
c1_ATP5F1C	0.197556
c1_ATP5F1D	0.198212
c1_ATP5F1E	0.269829
c1_ATP5IF1	0.791648
c1_ATP5MC1	0.613922
c1_ATP5MC3	0.236458
c1_ATP5MD	0.615833
c1_ATP5ME	0.847226
c1_ATP5MF	0.729042
c1_ATP5MG	0.338696
c1_ATP5MPL	0.230412
c1_ATP5PB	0.17799
c1_ATP5PD	0.830999
c1_ATP5PF	0.288533
c1_ATP5PO	0.17512
c1_ATP5S	0.546021
c1_ATP6AP1	0.642271
c1_ATP6AP1L	0.187752
c1_ATP6AP2	0.674871
c1_ATP6V0A1	0.351506
c1_ATP6V0A2	0.369989
c1_ATP6V0B	0.344281
c1_ATP6V0D1	0.260386
c1_ATP6V0E2	0.523718
c1_ATP6V1A	0.462371
c1_ATP6V1B1-AS1	0.387218
c1_ATP6V1B2	0.521402
c1_ATP6V1C1	0.320654
c1_ATP6V1D	0.160717
c1_ATP6V1E1	0.114134
c1_ATP6V1F	0.170881
c1_ATP6V1G1	0.241283
c1_ATP6V1H	0.562713
c1_ATP7A	0.310271
c1_ATP7B	0.209803
c1_ATP9A	0.315819
c1_ATP9B	0.448637
c1_ATPAF1	0.652153
c1_ATPAF2	0.781504
c1_ATR	0.472035
c1_ATRIP	0.423191
c1_ATRN	0.395351
c1_ATRX	0.56444
c1_ATXN1	0.331971
c1_ATXN10	0.119258
c1_ATXN1L	0.504121
c1_ATXN2	0.554221
c1_ATXN2L	0.665175
c1_ATXN3	0.384815
c1_ATXN7	0.197541
c1_ATXN7L1	0.457315
c1_ATXN7L3	0.238744
c1_ATXN7L3B	0.496522
c1_AUNIP	0.654613
c1_AUP1	0.364083
c1_AURKA	0.632552
c1_AURKAIP1	0.232743
c1_AURKC	0.364277
c1_AUTS2	0.549325
c1_AVEN	0.466462
c1_AVIL	0.666625
c1_AVL9	0.281757
c1_AXDND1	0.191372
c1_AXIN1	0.470298
c1_AZI2	0.560892
c1_AZIN1	0.49982
c1_AZIN1-AS1	0.691599
c1_AZIN2	0.307598
c1_B3GALNT1	0.39314
c1_B3GALNT2	0.376839
c1_B3GALT4	0.27951
c1_B3GALT5	0.335372
c1_B3GALT5-AS1	0.68307
c1_B3GALT6	0.580868
c1_B3GAT3	0.917958
c1_B3GLCT	0.491727
c1_B3GNT2	0.517167
c1_B3GNT8	0.311389
c1_B3GNTL1	0.489928
c1_B4GALNT3	0.522022
c1_B4GALNT4	0.384575
c1_B4GALT1	0.514902
c1_B4GALT2	0.540577
c1_B4GALT3	0.55107
c1_B4GALT4	0.824196
c1_B4GALT5	0.470217
c1_B4GALT6	0.331216
c1_B4GALT7	0.755776
c1_B4GAT1	0.646827
c1_B9D1	0.854901
c1_B9D2	0.707941
c1_BAALC	1.00735
c1_BAALC-AS1	0.540133
c1_BAALC-AS2	0.453298
c1_BABAM1	0.646645
c1_BABAM2	0.792212
c1_BACE1	0.730866
c1_BACH1	0.471437
c1_BAD	0.709719
c1_BAG1	0.57375
c1_BAG2	0.861062
c1_BAG4	0.432143
c1_BAG5	0.598527
c1_BAG6	0.604117
c1_BAHCC1	0.235005
c1_BAHD1	0.311066
c1_BAIAP2	0.860281
c1_BAIAP2-DT	0.575673
c1_BAIAP2L1	0.507059
c1_BAK1	1.09918
c1_BANF1	0.169614
c1_BANK1	0.544437
c1_BANP	0.517859
c1_BAP1	0.449242
c1_BATF3	0.626877
c1_BAZ1B	0.572754
c1_BAZ2A	0.44894
c1_BAZ2B	0.425029
c1_BBC3	0.954699
c1_BBIP1	0.475545
c1_BBOF1	0.660553
c1_BBOX1-AS1	0.592696
c1_BBS1	0.281085
c1_BBS10	0.353662
c1_BBS12	0.50482
c1_BBS2	0.566333
c1_BBS4	0.808218
c1_BBS5	0.82731
c1_BBS7	0.442504
c1_BCAP29	0.610492
c1_BCAR1	0.566926
c1_BCAS2	0.639372
c1_BCAS3	0.399727
c1_BCAS4	0.647931
c1_BCAT1	0.975179
c1_BCAT2	0.544171
c1_BCCIP	0.67904
c1_BCDIN3D	0.385885
c1_BCKDHB	0.775763
c1_BCKDK	0.8164
c1_BCL10	0.505156
c1_BCL2	0.254564
c1_BCL2L1	0.391316
c1_BCL2L11	0.379099
c1_BCL2L13	0.770285
c1_BCL2L14	0.339763
c1_BCL2L2	0.373692
c1_BCL3	0.776821
c1_BCL6	0.353009
c1_BCL7A	0.391978
c1_BCL7B	0.612685
c1_BCL7C	0.768302
c1_BCL9	0.349802
c1_BCL9L	0.371233
c1_BCLAF1	0.647617
c1_BCLAF3	0.468762
c1_BCO2	0.521119
c1_BCOR	0.336745
c1_BCR	0.440407
c1_BCS1L	0.386889
c1_BDNF-AS	0.375288
c1_BDP1	0.572594
c1_BECN1	0.505544
c1_BEND5	0.375526
c1_BEND7	0.446134
c1_BET1	0.879049
c1_BET1L	0.491636
c1_BEX1	0.557691
c1_BEX2	0.462427
c1_BEX3	0.71747
c1_BEX4	0.669684
c1_BFAR	0.688563
c1_BFSP1	0.568296
c1_BHLHE40	1.1315
c1_BHLHE41	1.08437
c1_BHMT2	0.913767
c1_BICD1	0.319901
c1_BICD2	0.386559
c1_BICRA	0.277248
c1_BICRAL	0.217668
c1_BIN1	0.386074
c1_BIN3	0.630932
c1_BIRC2	0.54856
c1_BIRC6	0.545847
c1_BISPR	0.480125
c1_BIVM	0.291591
c1_BLCAP	0.514264
c1_BLID	0.475479
c1_BLMH	0.602064
c1_BLNK	0
c1_BLOC1S1	0.788221
c1_BLOC1S2	0.777029
c1_BLOC1S4	0.708856
c1_BLOC1S5	0.541214
c1_BLOC1S6	0.599768
c1_BLVRA	0.516117
c1_BLZF1	0.481743
c1_BMI1	0.48846
c1_BMP2	0.734935
c1_BMP2K	0.500552
c1_BMP4	0.122618
c1_BMP7	0.657177
c1_BMPR1A	0.576816
c1_BMPR2	0.350178
c1_BMS1	0.569717
c1_BMT2	0.484133
c1_BNC2	0.133678
c1_BNC2-AS1	0
c1_BNIP1	0.452393
c1_BNIP2	0.819203
c1_BNIP3	0.936891
c1_BNIP3L	0.717667
c1_BOD1	0.388286
c1_BOD1L1	0.552249
c1_BOLA1	0.501782
c1_BOLA2B	0.286962
c1_BOLA3	0.655661
c1_BOP1	0.330322
c1_BORA	0.50589
c1_BORCS5	0.41625
c1_BORCS6	0.28932
c1_BORCS7	0.76262
c1_BORCS8	0.474272
c1_BPGM	0.485001
c1_BPHL	0.556775
c1_BPNT1	0.549564
c1_BPTF	0.663459
c1_BRAF	0.399947
c1_BRAP	0.476195
c1_BRAT1	0.549826
c1_BRCC3	0.279407
c1_BRD1	0.443271
c1_BRD2	0.729299
c1_BRD3	0.492773
c1_BRD3OS	0.644387
c1_BRD4	0.718069
c1_BRD7	0.788866
c1_BRD8	0.449462
c1_BRD9	0.53429
c1_BRF1	0.454001
c1_BRF2	0.626081
c1_BRI3	0.823236
c1_BRI3BP	0.308301
c1_BRIX1	0.673961
c1_BRK1	0.348166
c1_BRMS1	0.817515
c1_BRMS1L	0.654254
c1_BROX	0.569115
c1_BRPF1	0.389388
c1_BRPF3	0.253293
c1_BRWD1	0.444402
c1_BRWD1-AS2	0.121469
c1_BRWD3	0.340079
c1_BSDC1	0.459228
c1_BSG	0.970027
c1_BST1	0.357797
c1_BTAF1	0.44058
c1_BTBD1	0.72666
c1_BTBD10	0.458194
c1_BTBD16	0.609788
c1_BTBD17	1.05753
c1_BTBD2	0.568125
c1_BTBD3	0.385161
c1_BTBD6	0.365895
c1_BTBD7	0.515894
c1_BTBD9	0.252096
c1_BTC	0.190582
c1_BTD	0.404233
c1_BTF3	0.485321
c1_BTF3L4	0.158135
c1_BTN2A1	0.371307
c1_BTN3A2	0.862236
c1_BTRC	0.300293
c1_BUB3	0.685389
c1_BUD13	0.510879
c1_BUD23	0.908206
c1_BUD31	0.919007
c1_BVES	0.328352
c1_BX255925.3	0.435477
c1_BX284668.6	0.671815
c1_BX322562.1	0.238007
c1_BX323043.1	0.591824
c1_BX537318.1	0.373454
c1_BX890604.1	0.473222
c1_BYSL	0.478008
c1_BZW1	0.795684
c1_BZW2	0.646072
c1_C10orf143	0.152912
c1_C10orf25	0.205379
c1_C10orf67	0.042517
c1_C11orf1	0.560995
c1_C11orf24	0.577116
c1_C11orf49	0.612542
c1_C11orf54	0.910283
c1_C11orf58	1.1362
c1_C11orf65	0.371202
c1_C11orf68	0.460615
c1_C11orf71	0.720775
c1_C11orf74	0.460019
c1_C11orf95	0.345348
c1_C12orf10	0.283736
c1_C12orf29	0.510795
c1_C12orf4	0.428842
c1_C12orf43	0.412956
c1_C12orf45	0.708587
c1_C12orf49	0.390979
c1_C12orf57	0.691417
c1_C12orf65	0.704175
c1_C12orf66	0.483261
c1_C12orf73	0.511658
c1_C12orf75	0.616953
c1_C12orf76	0.669322
c1_C12orf77	0.380447
c1_C14orf119	0.751515
c1_C14orf132	0.360437
c1_C14orf178	0.301972
c1_C14orf93	0.472079
c1_C15orf39	0.526361
c1_C15orf40	0.613932
c1_C15orf61	0.650832
c1_C15orf65	0.654762
c1_C16orf45	0.421915
c1_C16orf46	0.509139
c1_C16orf58	0.541343
c1_C16orf70	0.455052
c1_C16orf71	0.495614
c1_C16orf72	0.45657
c1_C16orf86	0.524415
c1_C16orf87	0.601566
c1_C16orf89	0.872878
c1_C16orf91	0.546193
c1_C17orf49	0.555303
c1_C17orf51	0.273466
c1_C17orf75	0.382019
c1_C17orf80	0.51266
c1_C17orf82	0.828826
c1_C17orf97	0.730252
c1_C18orf21	0.533582
c1_C18orf25	0.422522
c1_C18orf32	0.386832
c1_C18orf54	0.494127
c1_C19orf12	0.347635
c1_C19orf18	0.287497
c1_C19orf24	0.817965
c1_C19orf25	0.64164
c1_C19orf44	0.22786
c1_C19orf54	0.39705
c1_C19orf66	0.330563
c1_C19orf70	0.764705
c1_C19orf81	0.866204
c1_C1D	0.230538
c1_C1GALT1	0.581392
c1_C1GALT1C1	0.567109
c1_C1QBP	0.154666
c1_C1QL4	0.439979
c1_C1QTNF12	0.383508
c1_C1QTNF2	0.129429
c1_C1QTNF3	0.295045
c1_C1QTNF9	0.876756
c1_C1R	1.08178
c1_C1RL	0.771777
c1_C1orf109	0.65334
c1_C1orf112	0.688406
c1_C1orf122	0.702058
c1_C1orf123	0.746714
c1_C1orf131	0.605458
c1_C1orf141	0
c1_C1orf159	0.332112
c1_C1orf174	0.479578
c1_C1orf198	0.643948
c1_C1orf21	0.709641
c1_C1orf35	0.698374
c1_C1orf43	0.649734
c1_C1orf50	0.265212
c1_C1orf52	0.549318
c1_C1orf53	0.456293
c1_C1orf56	0.485906
c1_C1orf87	0
c1_C20orf194	0.241917
c1_C20orf27	0.56118
c1_C20orf96	0.629184
c1_C21orf2	0.578801
c1_C21orf91	0.528361
c1_C22orf23	0.399681
c1_C22orf31	0.478206
c1_C22orf39	0.699367
c1_C22orf46	0.394467
c1_C2CD2	0.299323
c1_C2CD3	0.516256
c1_C2CD4B	0.110124
c1_C2orf15	0.19284
c1_C2orf40	0.403056
c1_C2orf42	0.416512
c1_C2orf49	0.481973
c1_C2orf68	0.504353
c1_C2orf72	0.393699
c1_C2orf73	0.510164
c1_C2orf74	0.439084
c1_C2orf76	0.730152
c1_C2orf81	0.368982
c1_C2orf88	0.240647
c1_C2orf92	0.193241
c1_C3orf14	0.272647
c1_C3orf20	0.493533
c1_C3orf38	0.591863
c1_C3orf62	0.358781
c1_C3orf67	0.272342
c1_C4orf3	0.894839
c1_C4orf33	0.345322
c1_C4orf46	0.489277
c1_C4orf48	0.148465
c1_C5	0.187156
c1_C5orf15	0.852901
c1_C5orf22	0.261742
c1_C5orf24	0.619959
c1_C5orf30	0.25203
c1_C5orf34	0.553748
c1_C5orf51	0.320399
c1_C5orf66	0.227314
c1_C6orf106	0.324597
c1_C6orf120	0.823687
c1_C6orf132	0.912248
c1_C6orf136	0.41206
c1_C6orf203	0.626498
c1_C6orf226	0.387486
c1_C6orf47	0.532934
c1_C6orf48	0.920217
c1_C6orf62	0.682221
c1_C6orf89	0.552516
c1_C7	0.259385
c1_C7orf26	0.432636
c1_C7orf31	0.285747
c1_C7orf61	0.521073
c1_C8B	0.476769
c1_C8orf33	0.719325
c1_C8orf34-AS1	0.556866
c1_C8orf37	0.709263
c1_C8orf44	0.3954
c1_C8orf48	0.562978
c1_C8orf58	0.571501
c1_C8orf59	0.386399
c1_C8orf76	0.549729
c1_C8orf82	0.444633
c1_C8orf88	0.408556
c1_C9orf153	0.379242
c1_C9orf16	0.796664
c1_C9orf24	0.5142
c1_C9orf3	0.467627
c1_C9orf40	0.448869
c1_C9orf43	0.215403
c1_C9orf50	0.411259
c1_C9orf64	0.293363
c1_C9orf66	0.14245
c1_C9orf72	0.440108
c1_C9orf78	0.579006
c1_C9orf85	0.633836
c1_CA13	0.346595
c1_CA2	0.882997
c1_CA3	0.502321
c1_CA3-AS1	0.631952
c1_CA5B	0.340593
c1_CA7	0
c1_CA8	0.594967
c1_CAAP1	0.747166
c1_CAB39	0.377654
c1_CABIN1	0.619438
c1_CABYR	0.505736
c1_CACFD1	0.466224
c1_CACNA1H	0.302502
c1_CACNA2D1	0.189077
c1_CACNA2D2	0.264127
c1_CACNB2	0.591957
c1_CACNB4	0.330077
c1_CACNG4	0.462221
c1_CACTIN	0.480007
c1_CACUL1	0.680956
c1_CACYBP	0.689824
c1_CAD	0.641242
c1_CADM1	0.522234
c1_CADM3	0.318943
c1_CADM4	0.635994
c1_CADPS	0.460415
c1_CAHM	0.433195
c1_CALB2	0.860081
c1_CALCA	0.856013
c1_CALCOCO1	0.468341
c1_CALCRL	0.564849
c1_CALM1	0.748258
c1_CALM3	0.355796
c1_CAMK1	0.421923
c1_CAMK1D	0.205583
c1_CAMK2A	0.490202
c1_CAMK2D	0.563283
c1_CAMK2G	0.243383
c1_CAMK2N1	0.422702
c1_CAMKK2	0.262854
c1_CAMKMT	0.275887
c1_CAMKV	0.383773
c1_CAMLG	0.593088
c1_CAMSAP1	0.293216
c1_CAMSAP2	0.3405
c1_CAMTA1	0.702588
c1_CAND1	0.574595
c1_CAND2	0.522438
c1_CANT1	0.51763
c1_CAP1	0.147533
c1_CAP2	0.315829
c1_CAPN1	0.467311
c1_CAPN10	0.45878
c1_CAPN15	0.536743
c1_CAPN3	0.723064
c1_CAPN5	0.464749
c1_CAPN7	0.538455
c1_CAPNS1	0.814649
c1_CAPRIN1	0.572681
c1_CAPRIN2	0.294464
c1_CAPS	0.54524
c1_CAPZA1	0.625232
c1_CAPZA2	0.294982
c1_CAPZB	0.345778
c1_CARD10	0.523022
c1_CARD11	0.609962
c1_CARD19	0.412736
c1_CARD8	0.439401
c1_CARF	0.359435
c1_CARHSP1	0.710912
c1_CARM1	0.459886
c1_CARMIL1	0.218319
c1_CARMN	0
c1_CARNMT1	0.525763
c1_CARS	0.586165
c1_CARS2	0.606993
c1_CASC10	0.500335
c1_CASC15	0.630403
c1_CASC3	0.486304
c1_CASC4	0.495244
c1_CASD1	0.337328
c1_CASK	0.531985
c1_CASKIN2	0.945605
c1_CASP1	0.656715
c1_CASP2	0.48591
c1_CASP3	0.408669
c1_CASP4	0.505963
c1_CASP8AP2	0.483483
c1_CASP9	0.367083
c1_CASQ2	0.542603
c1_CASTOR1	0.251406
c1_CASTOR3	0.30712
c1_CAT	0.518318
c1_CATSPERD	0.811073
c1_CATSPERE	0.13286
c1_CAV1	0.734375
c1_CAV2	0.556361
c1_CAVIN2	0.383979
c1_CBARP	0.583235
c1_CBFA2T2	0.414893
c1_CBFB	0.460919
c1_CBL	0.450925
c1_CBLB	0.346286
