Gene	Expr0	Expr1	Expr2	Expr3	Expr4
ZBTB11-AS1	0.287413	0.412456	0.497474	0.182654	0.170758
ZBTB11	0.375323	0.372317	0.445642	0.360488	0.423557
ZBTB10	0.531279	0.601687	0.686442	0.557052	0.671728
ZBTB1	0.851055	0.762451	0.809826	0.693177	1.0714
ZBED6	0.448203	0.11047	0.0994433	0.344044	0.696127
ZBED5-AS1	0.517064	0.453007	0.206368	0.321409	0.286928
ZBED5	0.506714	0.413074	0.513481	0.59145	0.632464
ZBED4	0.366588	0.41511	0.423535	0.330467	0.386392
ZBED3	0.753904	0.760034	0.838201	0.610398	0.772789
ZBED1	0.679604	0.494835	0.526039	0.510597	0.710949
ZADH2	0.298869	0.149598	0.255392	0.575845	0.314302
Z99289.3	0	0.638593	0.433686	0	0
Z93930.2	0.42038	0.435906	0.701336	0.522498	0.451077
YY1AP1	0.30133	0.321016	0.280968	0.370164	0.361139
YY1	0.712605	0.662971	0.748435	0.764975	0.815403
YWHAH	0.386645	0.336398	0.367729	0.130865	0.435351
YWHAG	0.27515	0.354294	0.365771	0.392383	0.322447
YTHDF3-AS1	0.593296	0.54819	0.43438	0.6415	0.46448
YTHDF3	0.432596	0.486848	0.548279	0.528301	0.409125
YTHDF2	0.507079	0.580686	0.592024	0.176884	0.593688
YTHDF1	0.39731	0.451509	0.538767	0.512864	0.499833
YTHDC2	0.395063	0.36964	0.429236	0.346463	0.562445
YTHDC1	0.555041	0.517477	0.55278	0.585876	0.662297
YRDC	0.309141	0.303354	0.484066	0.705155	0.250137
YPEL5	0.71949	0.625037	0.602941	0.688565	0.533504
YPEL3	0.364976	0.271581	0.282238	0.470355	0.371771
YPEL2	0.394909	0.336535	0.869287	0.476205	0.313292
YME1L1	0.706836	0.791806	0.927517	0.811307	0.881672
YLPM1	0.496687	0.44402	0.502544	0.407472	0.571473
YKT6	0.431035	0.500659	0.632668	0.468083	0.459558
YJU2	0.32488	0.224534	0.485396	0.324085	0.278687
YIPF6	0.673773	0.63736	0.629464	0.642591	0.649625
YIPF5	0.615633	0.73279	0.697525	0.569987	0.603293
YIPF4	0.614653	0.55155	0.57975	0.563978	0.672778
YIPF3	0.821253	0.912259	0.828193	0.772097	0.673602
YIPF2	0.716174	0.751069	0.81304	0.64187	0.420003
YIPF1	0.489563	0.382435	0.435084	0.427617	0.293182
YIF1B	0.439442	0.431837	0.476071	0.609074	0.436599
YEATS4	0.463989	0.416213	0.332576	0.555129	0.80761
YEATS2	0.493801	0.293147	0.386855	0.514966	0.631942
YDJC	0.453576	0.351119	0.43581	0.508905	0.442376
YBX1	0.348765	0.337232	0.312096	0.379965	0.365021
YBEY	0.517346	0.467853	0.424911	0.611739	0.335952
YARS2	0.368388	0.387958	0.421555	0.546857	0.391658
YARS	0.508155	0.564339	0.604792	0.876755	0.491915
YAF2	0.460082	0.413616	0.362049	0.46825	0.47579
YAE1D1	0.34872	0.307463	0.291769	0.474389	0.467384
XYLT2	0.391801	0.360106	0.521	0.665575	0.265485
XYLT1	0.425427	0.132064	0.365099	0.177178	0.496922
XXYLT1	0.792097	0.705137	0.521975	0.540166	0.841965
XRRA1	0.379499	0.26732	0.367382	0.375679	0.268686
XRN2	0.757313	0.763811	0.662297	0.769916	0.843566
XRN1	0.594864	0.598003	0.55714	0.502677	0.57975
XRCC6	0.697996	0.849439	0.803864	0.196808	0.901286
XRCC5	0.273337	0.726866	0.611361	0.173972	0.498588
XRCC4	0.477232	0.406014	0.324235	0.661522	0.634426
XRCC3	0.302465	0.220293	0.328251	0.499496	1.53159
XRCC1	0.335266	0.340403	0.225941	0.474919	0.724589
XPR1	0.387649	0.339548	0.412023	0.426952	0.317825
XPOT	0.516166	0.551521	0.532776	0.708205	0.445981
XPO7	0.548121	0.459484	0.499088	0.414233	0.620521
XPO6	0.384448	0.447262	0.439623	0.514955	0.48454
XPO5	0.331717	0.321443	0.400079	0.513107	0.450675
XPO4	0.427821	0.289563	0.442535	0.443681	0.535107
XPO1	0.679757	0.575186	0.647388	0.599984	0.777586
XPNPEP3	0.833659	0.715305	0.747997	0.756178	0.689755
XPNPEP1	0.462314	0.382236	0.488237	0.656679	0.577209
XPA	0.527441	0.508388	0.403191	0.580232	0.504742
XKR8	1.09255	0.811578	0.812646	0.818777	0.711345
XKR6	0.51248	0.493032	0.417726	0.226287	0.36831
XIAP	0.532506	0.602257	0.575487	0.455018	0.650856
XG	0.544208	0.366207	0.619939	0	0.480968
XDH	0.364752	0.234845	0.558992	0.0973681	0.0957219
XAB2	0.374856	0.284585	0.522307	0.486066	0.514036
WWTR1-AS1	0.296581	0.160546	0.38094	0	1.01751
WWP2	0.53085	0.375901	0.329009	0.3369	0.358306
WWP1	0.626121	0.488772	0.610407	0.488361	0.480255
WWOX	0.695851	0.476309	0.464292	0.610095	1.02834
WWC3	0.697756	0.773996	0.718789	0.690131	1.22429
WWC2-AS2	0.90716	0.123269	0	1.02524	0.496411
WWC2	0.951573	0.697133	0.749783	0.567049	0.760459
WWC1	0.942368	1.03075	0.504102	0.354768	0.681764
WTIP	0.457878	0.384481	0.441016	0.412023	0.50645
WTAP	0.594692	0.537207	0.472862	0.658618	0.684639
WSB2	0.437718	0.367885	0.362891	0.452943	0.406798
WRNIP1	0.471271	0.296416	0.393449	0.411405	0.403998
WRN	0.571929	0.454776	0.626514	0.602542	0.823048
WRB	0.719236	0.679532	0.467874	0.116684	0.484695
WRAP73	0.403017	0.452806	0.461214	0.786203	0.434177
WRAP53	0.908897	0.649735	0.659632	0.683077	1.14714
WNT9A	0.338601	0.376835	0.446786	0.33867	0.458477
WNT5B	0.586875	0.345907	0.498016	0.385067	0.331533
WNT4	0.827925	0.663809	0.695967	0.731713	0.299585
WNK4	1.00618	0.321859	0.564212	0.0806031	0.41983
WNK3	0.287449	0.239496	0.257566	0.372818	0.315543
WNK2	0.888546	0.762476	0.779495	0.482714	0.751438
WNK1	0.750375	0.704367	0.731818	0.672108	0.782367
WIZ	0.388994	0.370979	0.402417	0.423653	0.390216
WIPI2	0.799684	0.683553	0.750401	0.343931	0.702259
WIPI1	0.622462	0.906444	0.917279	0.884051	0.229009
WIPF2	0.43581	0.356865	0.429075	0.394119	0.449598
WIPF1	0.581351	0.525367	0.825281	0.753031	0.938429
WHRN	0.532088	0.616781	0.501077	0.67418	0.486828
WHAMM	0.514501	0.523773	0.56587	0.724415	0.658783
WFDC3	0.493535	0.835415	0.43957	0.256914	0.514127
WFDC1	0.380186	0.365289	0.331453	0.420024	0.373119
WEE2-AS1	0.340631	0.362767	0.285781	0.212495	0
WDTC1	0.454018	0.421231	0.536033	0.477543	0.441961
WDSUB1	0.227593	0.308571	0.285225	0.396861	0.302325
WDR92	0.812589	0.742075	0.454797	0.363194	0.672968
WDR89	0.395951	0.317003	0.356921	0.463905	0.570259
WDR86	0.362835	0.015155	0.241071	0.670233	0.176821
WDR83OS	0.669589	0.385994	0.455029	0.767943	0.498496
WDR83	0.343692	0.388134	0.351097	0.439389	0.274804
WDR82	0.425395	0.347654	0.437718	0.515894	0.485715
WDR77	0.621121	0.602751	0.625429	0.810953	0.566289
WDR75	0.306577	0.295135	0.422427	0.476102	0.42446
WDR74	0.357777	0.323555	0.377379	0.604176	0.44926
WDR73	0.922076	0.752946	0.778646	0.764397	0.870929
WDR72	0.31472	0.0557371	0.0584828	0.196695	0.747448
WDR70	0.308757	0.297156	0.404173	0.344988	0.42811
WDR7	0.215865	0.333962	0.273552	0.309106	0.301283
WDR66	1.23389	0.775438	0.670895	0.442599	0.711169
WDR61	0.544297	0.535187	0.457962	0.576619	0.571949
WDR60	0.956986	0.753451	0.911285	0.778234	0.879839
WDR6	0.615821	0.555767	0.61961	0.504366	0.687795
WDR5B	0.345181	0.3883	0.412738	0.337688	0.292381
WDR59	0.427123	0.371748	0.483612	0.549876	0.329709
WDR55	0.432147	0.276354	0.476164	0.39754	0.523582
WDR54	0.837887	0.638528	0.438261	0.750212	0.856651
WDR53	0.277437	0.339651	0.199236	0.41604	0.521795
WDR5	0.378534	0.32871	0.345907	0.587989	0.807709
WDR48	0.462597	0.496483	0.503969	0.457731	0.454934
WDR46	0.521252	0.561116	0.586232	0.439847	0.48321
WDR45B	0.779495	0.633692	0.571852	0.837604	0.631365
WDR45	0.732808	0.68144	0.588402	0.632417	0.490396
WDR44	0.422211	0.44944	0.404598	0.330765	0.363025
WDR43	0.523682	0.560138	0.703411	0.777628	0.691632
WDR41	0.843558	0.776744	0.726613	0.773828	0.776778
WDR4	0.383132	0.261928	0.419992	0.472009	0.355715
WDR36	0.313524	0.37411	0.417088	0.435074	0.378034
WDR33	0.543268	0.503389	0.607797	0.574102	0.617214
WDR31	0.711627	0.593497	0.620258	0.516903	0.616715
WDR3	0.451361	0.448764	0.433526	0.398449	0.295417
WDR27	0.384061	0.273588	0.450739	0.496984	0.450306
WDR26	0.61205	0.568402	0.629212	0.418104	0.587701
WDR25	0.482404	0.520628	0.41354	0.474576	0.319294
WDR24	0.519129	0.335003	0.352555	0.409038	0.439059
WDR20	0.474836	0.361735	0.453017	0.39812	0.298635
WDR19	0.801639	0.695246	0.708964	0.717368	0.690524
WDR18	0.576793	0.578697	0.591296	0.699596	0.555345
WDR13	0.892368	0.772316	0.732443	0.611796	0.569724
WDR12	0.29928	0.329525	0.374867	0.503725	0.289504
WDR11	0.687267	0.680576	0.623436	0.598022	0.64051
WDR1	0.703871	0.664956	0.866133	0.955856	0.834566
WDPCP	0.723978	0.438474	0.341439	0.51546	0.619112
WDFY3	0.59846	0.594128	0.549196	0.373743	0.598518
WDFY2	0.589236	0.387252	0.471666	0.754451	0.652454
WDFY1	0.626635	0.499772	0.606565	0.732625	0.679126
WBP4	0.596649	0.540295	0.527961	0.635792	0.624999
WBP2	0.354102	0.307067	0.34046	0.571454	0.26301
WBP1L	0.879706	0.849983	0.898781	0.72348	0.74639
WBP11	0.618342	0.562347	0.590952	0.597603	0.739191
WASL	0.509149	0.582305	0.453997	0.612003	0.516519
WASHC5	0.487682	0.509665	0.519975	0.492017	0.564251
WASHC4	0.702055	0.579441	0.740366	0.555757	0.597412
WASHC3	0.525207	0.50017	0.350735	0.540117	0.426533
WASHC2C	0.331235	0.440144	0.600374	0.42533	0.301962
WASHC2A	0.351074	0.391845	0.482704	0.386976	0.373309
WASHC1	0.421673	0.312444	0.469021	0.595169	0.558659
WASF3	0.610265	0.666884	0.58191	0.461612	0.511468
WARS2	0.376313	0.546699	0.350169	0.441505	0.384956
WARS	0.377846	0.401019	0.459264	0.829768	0.367483
WAPL	0.728312	0.741074	0.784253	0.731818	0.959281
WAC-AS1	0.373954	0.366968	0.393625	0.485654	0.346781
WAC	0.631803	0.61962	0.700972	0.654518	0.884324
VWCE	0.246213	0.257518	0.853541	1.17961	0.69199
VWC2	0.415715	0.691909	0.265845	0.196997	0.293159
VWA5B1	1.25265	0.364886	0.191373	0	0.450675
VWA5A	0.354779	0.23417	0.237025	0.479944	0.29211
VWA1	0.415726	0.33746	0.297497	0.858936	0.683813
VTN	0.551797	0.562514	0.836894	0.767884	1.43319
VTI1B	0.567477	0.640584	0.530111	0.528461	0.409472
VTA1	0.603834	0.479707	0.434871	0.491053	0.530091
VSTM4	0.343624	0.289575	0.448764	0.925453	0.58552
VSTM2L	0.816223	0.532377	0.435202	0.400767	0.637888
VSIG8	0.676195	0.392746	0.199663	0.325743	0.0603241
VSIG10	0.813287	0.580078	0.561546	0.582941	0.798382
VRK3	0.97588	0.686837	0.624868	0.610549	0.637536
VPS8	0.2834	0.361207	0.325617	0.435266	0.230572
VPS72	0.474722	0.470927	0.409907	0.239508	0.44279
VPS54	0.747353	0.611333	0.529581	0.552141	0.402122
VPS53	0.512288	0.500833	0.571133	0.44669	0.516762
VPS52	0.436194	0.359218	0.235543	0.366275	0.390943
VPS51	0.609131	0.61728	0.566952	0.70997	0.511053
VPS50	0.332439	0.341917	0.389347	0.252585	0.280077
VPS4B	0.464679	0.493258	0.475126	0.48011	0.52088
VPS4A	0.429429	0.432083	0.518968	0.303903	0.587087
VPS45	0.479251	0.382335	0.483922	0.477377	0.620258
VPS41	0.552731	0.659194	0.70036	0.595341	0.458749
VPS39	0.662525	0.494272	0.652922	0.576387	0.370477
VPS37D	0.338772	0.287567	0.323036	0.537664	0.295053
VPS37C	0.3956	0.389115	0.340847	0.473714	0.376246
VPS37B	0.918027	0.59746	0.784504	0.727189	0.863066
VPS37A	0.415488	0.466591	0.467248	0.554049	0.538916
VPS36	0.438016	0.368556	0.355546	0.393625	0.370666
VPS35L	0.552259	0.651509	0.459033	0.51661	0.631523
VPS35	0.635011	0.727441	0.638037	0.514087	0.695219
VPS33A	0.325455	0.337049	0.374867	0.331338	0.290224
VPS29	0.475915	0.700058	0.544584	0.141093	0.64101
VPS28	0.485489	0.185892	0.265797	0.16083	0.269141
VPS26C	0.400494	0.43923	0.521332	0.518978	0.550142
VPS26B	0.410026	0.41698	0.386138	0.214535	0.365043
VPS26A	0.513602	0.501128	0.46949	0.462314	0.540682
VPS25	0.68189	0.708355	0.690104	0.351685	0.606888
VPS18	0.410037	0.506744	0.560167	0.378556	0.482384
VPS16	0.273361	0.325099	0.353086	0.419399	0.343374
VPS13D	0.84535	0.681944	0.698396	0.324246	0.998383
VPS13C	0.698387	0.709626	1.02679	0.618022	0.725279
VPS13B	0.388674	0.495276	0.483612	0.277937	0.416267
VPS13A	0.520689	0.412001	0.249919	0.328687	0.46973
VPS11	0.43127	0.377424	0.218905	0.244108	0.383055
VOPP1	0.766977	0.600641	0.677405	0.833975	0.878035
VMP1	0.822208	0.71109	0.967102	0.889193	1.0111
VMAC	0.646964	0.430403	0.695878	0.676213	0.328032
VMA21	0.46999	0.518505	0.455734	0.559413	0.677531
VLDLR	0.422491	0.186627	0.32549	0.433718	0.203477
VKORC1L1	0.367751	0.344863	0.388531	0.398219	0.433633
VKORC1	0.700378	0.666129	0.622743	0.731522	0.85453
VIRMA	0.664574	0.678126	0.727476	0.583211	0.624775
VIPAS39	0.330994	0.328331	0.464804	0.475656	0.385807
VIM-AS1	0.640232	0.650112	0.585414	0.321004	0.618511
VHL	0.398219	0.332244	0.36974	0.483055	0.454197
VGLL4	0.917585	0.726831	0.791006	0.834104	0.829914
VEZT	0.538061	0.464051	0.451034	0.525538	0.59299
VEZF1	0.908974	0.646642	0.696225	0.860446	0.908021
VEGFB	0.880537	0.772654	0.653289	0.919493	0.861955
VEGFA	0.578726	0.420132	0.595055	0.856842	0.469646
VDAC3	0.458697	0.592493	0.515813	0.517719	0.550694
VDAC2	0.526209	0.267692	0.299127	0.300065	0.515501
VCPIP1	0.420736	0.378023	0.376557	0.360623	0.370443
VCP	0.7399	0.376257	0.584905	0.588651	0.578871
VCL	0.587586	0.797602	0.947397	0.430093	0.777485
VCAM1	0.444582	0.953094	0.862082	0.831658	0.796473
VBP1	0.492797	0.622612	0.478568	0.137779	0.527221
VAX2	0.273719	0.598384	0.532217	0	0.510324
VAV2	0.436471	0.476413	0.602476	0.620521	0.535894
VAT1	0.490837	0.392515	0.449292	0.781897	0.426254
VASP	0.503328	0.553361	0.850687	0.748659	0.39257
VASH1	0.472956	0.236952	0.276068	0.287413	0.490457
VARS2	0.379299	0.301787	0.281419	0.502911	0.482631
VARS	0.354734	0.448224	0.527281	0.501159	0.4008
VAPB	0.459547	0.395885	0.512844	0.497127	0.576213
VAPA	0.627616	0.583288	0.582093	0.33466	0.582334
VANGL2	0.513855	0.365256	0.492366	0.828347	0.532756
VAMP7	0.501261	0.513339	0.448383	0.50232	0.45961
VAMP2	0.369305	0.316656	0.346679	0.524003	0.305364
VAC14-AS1	0.135246	0.690685	0.374422	0	0.80412
VAC14	0.351153	0.384912	0.36595	0.432532	0.383176
UXT	0.842351	0.869998	0.622799	0.893448	0.658481
UXS1	0.946334	0.872198	0.803954	0.682951	0.932386
UVSSA	0.560764	0.514531	0.613456	0.398996	0.480255
UVRAG	0.391075	0.359139	0.302746	0.379965	0.461392
UTP6	0.357957	0.428689	0.418805	0.472311	0.414763
UTP4	0.397398	0.330834	0.375201	0.644281	0.587038
UTP3	0.617844	0.556954	0.619197	0.768477	0.684989
UTP25	0.386943	0.461204	0.370934	0.488052	0.311178
UTP23	0.413876	0.337859	0.407603	0.507505	0.39368
UTP20	0.242828	0.380275	0.379776	0.257083	0.52669
UTP18	0.529561	0.527251	0.525838	0.643884	0.631123
UTP15	0.343453	0.423815	0.507617	0.441717	0.313153
UTP14C	0.380109	0.340129	0.502768	0.360578	0.53459
UTP14A	0.376513	0.548407	0.452237	0.375823	0.434839
UTP11	0.372763	0.476185	0.435309	0.592321	0.582855
UST	0.185905	0.346293	0.381006	0.950468	0.53823
USPL1	0.289775	0.314778	0.364516	0.322067	0.306776
USP9X	0.72527	0.616979	0.667919	0.643773	0.659961
USP8	0.765025	0.65537	0.621974	0.657302	0.680315
USP7	0.574431	0.591718	0.524686	0.539462	0.574276
USP6NL	0.73521	0.72833	0.667402	0.600393	0.766773
USP54	0.602618	0.351289	0.556483	0.722274	0.505891
USP51	0.399663	0.330031	0.258676	0.390822	0.569394
USP5	0.404162	0.472633	0.577315	0.454523	0.419927
USP48	0.548634	0.575293	0.638361	0.589553	0.709864
USP47	0.700777	0.660162	0.81637	0.600498	0.720392
USP46-AS1	0.504956	0.329916	0.0596322	0.11222	0.252622
USP46	0.462304	0.475386	0.417121	0.343396	0.610539
USP45	0.428132	0.313257	0.492469	0.410059	0.348017
USP42	0.384536	0.325525	0.359634	0.392109	0.457416
USP40	0.94058	0.696395	0.783909	0.817623	1.09032
USP4	0.285142	0.262577	0.452796	0.425835	0.393998
USP39	0.668709	0.627999	0.517628	0.711997	0.78902
USP38	0.642239	0.618474	0.529551	0.488309	0.544555
USP37	0.280469	0.233434	0.310736	0.357867	0.708779
USP36	0.416764	0.303459	0.321697	0.487661	0.434295
USP34	0.603825	0.58084	0.61121	0.486302	0.647821
USP33	0.483096	0.404053	0.440357	0.449725	0.554687
USP32	0.520498	0.528781	0.566708	0.262638	0.437696
USP30	0.317964	0.352849	0.347972	0.319676	0.433504
USP3	0.393899	0.328607	0.347881	0.451298	0.487744
USP28	0.661294	0.385453	0.863804	0.730253	0.8156
USP27X-AS1	0.422481	0.291297	0.532826	0.147046	0.173089
USP27X	0.319167	0.330891	0.244266	0.270541	0.380419
USP25	0.562035	0.475946	0.415575	0.448341	0.435629
USP24	0.298412	0.273444	0.394635	0.321409	0.289657
USP22	0.536322	0.459558	0.560735	0.509159	0.5496
USP19	0.381416	0.305784	0.287035	0.361252	0.266996
USP16	0.656451	0.679838	0.6689	0.654518	0.664701
USP15	0.393899	0.350509	0.41122	0.407179	0.361757
USP14	0.505464	0.617693	0.597002	0.587365	0.581515
USP12	0.39939	0.27145	0.355355	0.444179	0.479344
USP11	0.638324	0.624887	0.633589	0.148817	0.666875
USP10	0.5065	0.441983	0.484396	0.63516	0.627775
USO1	0.841273	0.833854	0.763403	0.765891	0.631151
USF3	0.467759	0.447368	0.449693	0.343408	0.290979
USF2	0.70287	0.642064	0.554883	0.624765	0.483952
USF1	0.346146	0.255863	0.319271	0.404609	0.303377
USE1	0.670904	0.719394	0.67855	0.499578	0.547292
USB1	0.353143	0.391724	0.348516	0.568956	0.394284
UROS	0.657933	0.679172	0.553439	0.724476	0.57918
UROD	0.780142	0.797046	0.825468	0.742515	0.78658
URM1	0.747482	0.849639	0.668074	0.87556	0.655095
URI1	0.729514	0.761702	0.662087	0.67343	0.71764
URGCP	0.361387	0.368467	0.359341	0.419862	0.409668
URB2	0.25683	0.30388	0.323889	0.383596	0.392262
URB1	0.607588	0.677071	0.765306	0.55027	0.536739
UQCRQ	0.917004	0.981385	0.764015	0.866117	0.814485
UQCRHL	0.268159	0.271306	0.274769	0.454576	0.28079
UQCRH	0.73625	0.340858	0.456859	0.221221	0.580078
UQCRFS1	0.638185	0.599223	0.458224	0.173793	0.562045
UQCRC2	0.602324	0.746244	0.667738	0.167628	0.538578
UQCRC1	0.694149	0.592895	0.724441	0.369729	0.777973
UQCRB	0.65646	0.363586	0.390679	0.194844	0.449334
UQCR11	0.894302	0.911883	0.695834	0.849791	0.655544
UQCR10	0.877713	0.350509	0.516066	1.00339	0.578726
UQCC3	0.901348	0.816379	0.752286	0.821269	0.760391
UQCC2	0.669335	0.724615	0.616207	0.821498	0.928571
UQCC1	0.4325	0.443755	0.510496	0.568791	0.477211
UPP1	0.387749	0.323347	0.731939	0.819178	0.41725
UPF3B	0.505251	0.433184	0.403889	0.546196	0.796772
UPF3A	0.61373	0.568071	0.71175	0.733727	0.716122
UPF2	0.595274	0.503043	0.604859	0.448795	0.615831
UPF1	0.564759	0.545118	0.628195	0.500333	0.826396
UNKL	0.275412	0.403911	0.282796	0.299714	0.438165
UNK	0.390558	0.378478	0.340562	0.416472	0.595208
UNG	0.52718	0.313884	0.319109	0.551235	0.969204
UNC5C	0.328549	0.673873	0.304079	0.0969365	0.207493
UNC5B-AS1	0.204792	0.305025	0.571182	0.632938	0.291662
UNC45A	0.507688	0.60065	0.558385	0.579682	0.581207
UNC13B	0.458319	0.45751	0.512854	0.534998	0.413605
UNC119B	1.0519	0.806217	0.746106	0.549088	0.739105
UNC119	0.546403	0.43646	0.486096	0.764983	0.601601
UMPS	0.550723	0.49679	0.660281	0.768392	0.895303
UMODL1	0.559345	0	0	0.3412	0.384149
UMAD1	0.496084	0.374567	0.451889	0.533065	0.531599
ULK3	0.227593	0.272119	0.294841	0.451488	0.383939
ULK2	0.343874	0.256105	0.317837	0.347099	0.41472
ULK1	0.344204	0.294453	0.47306	0.340995	0.536292
ULBP3	0.28079	0.35121	0.498424	0.0746561	0.404543
UIMC1	0.335323	0.366375	0.424223	0.46826	0.365569
UHRF2	0.516792	0.424621	0.489296	0.541455	0.920065
UHRF1BP1	0.337323	0.299573	0.384658	0.280778	0.463832
UHMK1	0.82773	0.898982	0.680324	0.504661	0.792922
UGP2	1.01268	0.710411	0.699925	0.797752	0.96629
UGGT1	0.689326	0.738552	0.657265	0.47747	0.927768
UGDH	0.529211	0.490242	0.55156	0.70832	0.624082
UFSP2	0.596468	0.587087	0.448246	0.736847	0.5166
UFSP1	0.377557	0.417585	0.321443	0.157897	0.125942
UFM1	0.722728	0.835326	0.706517	0.736371	0.575516
UFL1	0.907191	0.859159	0.792256	0.951424	0.889886
UFD1	0.741385	0.813853	0.766188	0.881054	0.920857
UFC1	1.00821	0.961253	0.781083	0.727223	0.653454
UEVLD	0.707313	0.600022	0.772789	0.482425	0.571026
UCKL1-AS1	0.365704	0.236744	0.481258	0.309991	0.403508
UCKL1	0.372462	0.376557	0.353109	0.36708	0.432104
UCK1	0.629343	0.482869	0.46949	0.676096	1.15331
UCHL5	0.31691	0.279578	0.292593	0.443023	0.528561
UCHL3	0.472124	0.542922	0.425083	0.60315	0.521
UCHL1	0.497464	0.506673	0.430018	0.14745	0.315914
UBXN8	0.420251	0.529561	0.580975	0.394284	0.286917
UBXN7	0.514269	0.447516	0.69039	0.513764	0.565383
UBXN6	0.741074	0.668945	0.616631	0.572308	0.449376
UBXN4	0.914878	0.847492	0.917989	0.9151	0.933867
UBXN2B	0.337905	0.28765	0.351764	0.348232	0.371235
UBXN2A	0.545464	0.53445	0.604603	0.670052	0.741998
UBXN1	0.648668	0.718009	0.68428	0.736588	0.541753
UBTF	0.619779	0.572928	0.644429	0.550615	0.711759
UBTD2	0.422125	0.456365	0.490734	0.451752	0.585136
UBR7	0.349852	0.322447	0.308547	0.595723	1.13014
UBR5-AS1	0.677206	0.369092	0.35996	1.06164	0.391053
UBR5	0.522548	0.464355	0.53447	0.513521	0.660764
UBR4	0.441558	0.400789	0.507374	0.451087	0.506764
UBR3	0.362363	0.331763	0.367472	0.359251	0.296874
UBR2	0.507445	0.500853	0.514804	0.401237	0.481278
UBR1	0.471052	0.524224	0.589025	0.429621	0.56432
UBQLNL	0.223064	0.536182	0.741074	0	0
UBQLN4	0.248377	0.284313	0.301354	0.282096	0.331407
UBQLN2	0.359094	0.273969	0.358059	0.363451	0.380375
UBQLN1	0.444222	0.511772	0.498976	0.464773	0.475884
UBP1	0.398394	0.338898	0.402722	0.394196	0.434049
UBOX5	0.410808	0.310526	0.386358	0.378367	0.272955
UBN2	0.468906	0.374466	0.505799	0.412608	0.341234
UBN1	0.647839	0.571842	0.695433	0.63989	0.831058
UBLCP1	0.456175	0.554147	0.509442	0.489646	0.454071
UBL7-AS1	0.351323	0.256455	0.221642	0.540097	0.717675
UBL7	0.395107	0.316517	0.4008	0.625037	0.417218
UBL5	0.836457	0.46289	0.52681	0.930094	0.703402
UBL4A	0.39235	0.404587	0.353933	0.467144	0.435309
UBL3	0.520377	0.639408	0.518827	0.457657	0.372774
UBIAD1	0.36483	0.376557	0.339343	0.312549	0.397891
UBFD1	0.499843	0.503491	0.521	0.412868	0.381239
UBE4B	0.469271	0.436162	0.440623	0.412489	0.487651
UBE4A	0.508723	0.58057	0.546403	0.49418	0.576541
UBE3D	0.371615	0.249203	0.343794	0.487918	0.368835
UBE3C	0.412565	0.362105	0.487095	0.324304	0.532726
UBE3B	0.639982	0.515612	0.57123	0.441685	0.6129
UBE3A	0.560304	0.560852	0.572783	0.483416	0.672434
UBE2Z	0.501373	0.500384	0.506186	0.455113	0.50926
UBE2W	0.455302	0.363194	0.431002	0.466455	0.400199
UBE2V2	0.408951	0.611918	0.497515	0.54822	0.508824
UBE2V1	0.266061	0.328549	0.273814	0.260098	0.37659
UBE2T	0.151482	0.0743547	0.104176	0.35026	1.30568
UBE2S	0.367874	0.334946	0.395831	0.637388	0.791631
UBE2R2	0.417142	0.699632	0.570813	0.156694	0.497331
UBE2Q2	0.51923	0.459579	0.523682	0.571599	0.547371
UBE2Q1	0.550517	0.535018	0.580666	0.51435	0.456953
UBE2O	0.311805	0.225127	0.325974	0.330168	0.314058
UBE2N	0.500486	0.519079	0.480182	0.615106	0.574847
UBE2L6	0.32702	0.271581	0.338076	0.710243	0.35156
UBE2L3	0.66632	1.12133	0.837532	0.190198	0.616612
UBE2K	0.472779	0.497812	0.453965	0.569763	0.562211
UBE2J2	0.631356	0.567195	0.642175	0.723366	0.552662
UBE2J1	0.639408	0.540543	0.509584	0.565558	0.532157
UBE2I	0.728138	0.803335	0.778705	0.18612	0.901425
UBE2H	0.592522	0.603131	0.737271	0.549403	0.471916
UBE2G2	0.681701	0.563519	0.77952	0.826713	0.880631
UBE2G1	0.464553	0.476133	0.444847	0.51923	0.458655
UBE2F	0.557435	0.493903	0.452922	0.610823	0.482776
UBE2E3	0.450887	0.609159	0.553233	0.490139	0.487692
UBE2E2	0.352081	0.343055	0.343669	0.408777	0.292051
UBE2E1-AS1	0.641805	0.61961	0.242743	0.206856	0.260796
UBE2E1	0.946589	0.795742	0.659221	1.04357	0.717693
UBE2D4	0.579344	0.620098	0.519934	0.548417	0.41045
UBE2D3	0.446934	0.3353	0.446193	0.182069	0.36279
UBE2D2	0.339343	0.824067	0.613466	0.195007	0.425696
